,prompt,sentence
2690,4646,"Ron Gonzales and I didn't like each other from the beginning but I knew he was not a problem,"" he said. ""He was just trying to do his job and I was trying to do mine. He's very hard on himself. But that's one of the things that's frustrating about his job and his life. It's also frustrating when it's up to him to make the call as opposed to calling me. He's got to look at his boss."
2714,4646,"Ron Gonzales and I didn't like each other from the beginning. I've been with other teams in Major League Soccer, I have very good relationship with the owners, with the front office, with the players. I like the players. I like the staff. I like the staff. I liked the coaching staff. This was a team that needed a change. Obviously I'm not happy about that, but in the middle of the season, what do you do? Why did they make that change?"
2685,4646,"Ron Gonzales and I didn't like each other from the beginning. I thought he had a lot to learn. I think he does now. It's one of the biggest things I've learned."" On man-to-man: ""I told them I didn't want to do man-to-man until they did it right.... They do it wrong all the time."" On trying to bring momentum to 'Cannonball' ""I didn't want to say I was tired of coaching. I've been a college coach for over a decade."
2708,4646,"Ron Gonzales and I didn't like each other from the beginning, but we had mutual respect. ""I'm a bit sore, if you are, though."" The coaching staff was in to see the old friend, so I headed down. He waited for me in his office, nodded at me, and then started typing in a system to help me search for files. I chatted with him briefly. I asked what he thought the job was like. He shook his head and said, """
2771,4747,"We did not own any music.Sure, we had a little bit of music made but not more than that, nothing real strong either. Some web sites did offer music, but what they offered was great, so we bought the last version of freeware Altium up to V.17, which was pretty useless for us.Basically, it all started at the end of 2005, in the end of 2005 we released all the games and music under ""high quality"" eula. So we set the price at 15$, we asked all of the people buying it to offer a small donation to the project."
2788,4747,"We did not own any music.Sure, we had a little band, but what a lot of other bands have to do is, they don't have a band. For us, we were trying to create a dream. We would go to the studio and say 'What's my dream? What can I bring from my experience in the industry and I try to extrapolate what you need to know, and how we could do something new and improve that? That's what we wanted to bring to the table and that's what we were going for."
2729,4747,"We did not own any music.Sure, we had a little guitar. It was mostly free, basically a borrowed guitar from a friend. But we never played music. Ever.When I got to the US, they thought I was a Marxist. Like, you know, with poetry, you know? They would ask me, 'What do you believe in?' I would say, 'I believe in a free world.' And I was lectured on how that was the worst thing to believe in.I wouldn't have any memories of the times I lived in America. The first thing I'd think of was socialism."
2783,4747,"We did not own any music.Sure, we had a little bit of that. She just loved rock 'n' roll, you know? She listened to it very loudly.At that time, she didn't have any credentials to speak of, so she put her bass in my brother's cabinet and said, ""I'm playing bass with my brother.""Now she wanted to go out and do her own thing.She went to school on the first floor of the white home on Valley Blvd. -- and she even threw me in there, because we were on the same floor!"
2728,4747,"We did not own any music.Sure, we had a little arrangement, but no songs.I didn't write the music with that plan.The difference between the music and the lyrics was that the lyrics were directly in the Bible, whereas the music was not. This obviously left the script music writing to such writers as Tony Cliff, Thomas Bradbury, Rick Moody, Harry Spencer, and John Schaff. The music was by no means written by me.Once again, I had to make the song the right way out, and the subject matter the right way in order for it to be great."
2843,4848,"They didn't start dating right away, but after discovering that she enjoyed watching anime, she would often decide to go and watch anime with him. They had just started dating when Tatsuya finally said something that shocked her. He had been staring at the bodies of the recently deceased members of his gang, the Yotsuba Gang, which included his brother and Tatsuya's cousin. He spoke to Tatsuya in a speechless tone, ""Is this something that you want to do, Tatsuya-kun?"" Tatsuya gave him a bewildered stare. He looked around, trying to identify what Tatsuya meant, but didn't know how to respond."
2814,4848,"They didn't start dating right away, but after discovering that she was gifted, Swenson began her own interest in the arts. Eventually she entered the film industry, eventually directing and producing. However, a lot of her ability to compete with her male peers was met with several distractions. ""We started a sex club for high school kids,"" Swenson recalled. ""We wouldn't even tell the parents what we were doing because we knew they wouldn't want to come in and do something to their children."" They would try to avoid a parade of male talent in favor of a focus on female names. """
2841,4848,"They didn't start dating right away, but after discovering that many Silicon Valley tech executives are gay or bisexual, Perez began working for Facebook's Gay Voices project. ""You become friends with the next batch of ex-gay activists,"" he said. Advertisement Continue reading the main story Perez set up two separate departments: one focused on ""celebrities"" with social-media followings, like A$AP Rocky and Katy Perry. He made it his mission to reach out to any gay male starlet on the blogosphere everyone from Kevin Hart to Kid Rock. ""I didn't want to convince him he was gay,"" Perez said. """
2806,4848,"They didn't start dating right away, but after discovering that the girl he was talking to lived in the area, he offered to meet her up at a local bar to find out more. Upon their arrival at the bar, the two found themselves chatting, soon becoming a couple. Alex paused the video to take a look at her, who was clad in one of her typical skimpy outfits, with the men for some reason being so into it that they were practically standing. After catching her gaze, he motioned for her to continue. ""We've got something else in common, with my sister."
2829,4848,"They didn't start dating right away, but after discovering that Christadora has herpes, they began to wonder if she might also have a condition called acromegaly. As in, someone with a fatty organ that overcompensates for the defect (becomes so big as to ""bean""). Calls for stigma to be lifted ""My concern is that it puts a stigma on her,"" Christadora said. ""She needs to work with a specialist in order to find a solution. She doesn't feel comfortable in the community, she doesn't feel good about herself or her body, so she wants to hide it, because nobody is going to accept her."
2897,4949,"Something must be going on, Manuel thought as he stood there, side by side with the High Alchemist toying with his spear. He couldn't quite figure out what, but he knew that he wanted to know it. Of course, that desire was most likely just another distraction; waiting for the time when he could strike back and deny his enemy the satisfaction of an answer. Instead, he felt the chill of what may be his enemy's stone sword. A faint hiss had been sounded from the weapon and it seemed to be slowly rotating."
2856,4949,"Something must be going on, Manuel thought as he stood under the tree. Now that he had not been playing anymore, he could not remember. Or maybe the trees had actually disappeared? But somehow, it had been just fine. And now, he was standing outside in the cold, silently rubbing at his arm. He didn't care who was on the other side of the wall, right now, but he just wanted to take the day as it came. As it had arrived, and his legs could stand it no more."
2898,4949,"Something must be going on, Manuel thought as he stood behind his team. His DNA of the Columbus Crew SC of today was an unwritten script written in 1973 in hopes of a spot in the pro sports league of the future. View photos Manuel's brother, Carlos, called him to his house in Long Island the day before. ""I'm going to have to talk to your coach. Your team is making some moves."" He had heard the rumor, as one does, but didn't have the immediate confirmation. """
2853,4949,"Something must be going on, Manuel thought as he stood up. He waited for the guards to appear on the porch with guns raised. There was no need. They were already too far away. He sighed. This was it. The perfect place to turn around and go back the way he came, the way his parents took him. Still, his stomach told him to break out of his paralysis. After all, even if he were to fall to his death from the second floor balcony, that would be the end of it."
2882,4949,"Something must be going on, Manuel thought as he stood at his water pump. His discomfort about the six-foot-four, 240-pound lineman growing into his frame seemed to vanish the minute a guard with perfectly straight muscles appeared out of nowhere, sprawled across a parking space. Of course, he would get used to it, he thought to himself. The mobility and balance the other linemen brought, even without the tools or savvy to set them, was all that made football worth playing. And it wouldn't be long before the position would become even easier."
2928,5050,"""I'm not eating that,"" said Rebekah. ""You have to eat that."" ""Me too, I can't,"" moaned Stacy. ""That was a big one. You have to have three or four the whole month and if you don't you won't be able to afford the rent."" ""Really?"" asked Rebekah. ""Yes,"" said Stacy. ""Really?"" asked Rebekah. ""Are you sure about that?"" asked Stacy. ""Yes,"" said Rebekah. ""I never have one so that I can afford the rent,"" said Stacy. ""Why can't you have one?"" asked Rebekah. Stacy said, ""Because I don't eat too many fruits and veggies. They all make me fat, but not me."
2991,5050,"""I'm not eating that,"" said Rebekah. ""You have to eat to eat."" ""Don't you think you're going too far?"" she asked. ""You don't go as far as eating overpriced food,"" he pointed out. ""You just need to remember that we're in this together, and if you're not helping yourself, you're not helping anyone else. I'm going to send you out to collect the mail to be sure you don't waste any of it."" We were wearing raincoats; it was nice and cool at the summit, and the warm sun was shining. We quickly trekked back to town, passing through one more break in the cloud cover."
2972,5050,"""I'm not eating that,"" said Rebekah. ""You have to eat like this."" It was the first time Diane and Rebekah's daughters had spent the night in their home. ""It's not necessarily the nicest place to go with your family,"" said Diane Pendergrass, Rebekah's mother. ""I wouldn't be comfortable at any of those hotels, though. So I think she's right."" Jerry Steckel / AP Photos The scene is as it was Nov. 9, 2017, when a gunman opened fire in a condominium complex in Orlando, Fla. A gunman opened fire at a Florida nightclub. A gunman opened fire at a Florida nightclub."
2955,5050,"""I'm not eating that,"" said Rebekah. ""You have to eat that."" ""I can't eat that!"" said Nancy. ""Then please leave!"" said Rebekah. Nancy took her plate and went back to the table. The two women talked animatedly with each other. After a while they began to talk about everything they had read, heard, seen and heard about the enemy. Nancy told of a man who had been slain by a North Star while doing good. Then Rebekah said: ""It is said in the parables that some parable which Jesus said might be the reason for it. What does that say?"
2919,5050,"""I'm not eating that,"" said Rebekah. ""You have to eat better,"" I said, smiling. ""I've got to"" Rebekah said. ""No, you've got to. You're on the road, you need to eat something. You don't have any place to eat,"" I said. ""No, I've got to."" ""Come on, you've got to. That's not good."" ""I'm on the road, I need to eat. We got sandwiches and steak and chicken in our bags."" ""Just eat,"" I said. ""That's all you need to do."" ""I'm on the road and I can't eat, I feel awful."" ""Don't worry. Just eat."" ""I can't eat."" """
3037,5151,"I had planned on using this one-hour train ride to catch my first shuttle to the stadium and visit my girlfriends for dinner, but I somehow wound up getting off in front of Red Bull Arena, forcing me to hop the fence back to the parking lot. That $30 ticket gets you in the door, and you can grab a meal right behind the press box. We ran through some of the best appetizers and then split some nachos (when that's what you call chicken and cheese on a sourdough) and taquitos. This isn't a party, people."
3027,5151,"I had planned on using this one-hour train ride to keep it light and lively until I got to the city, but it felt even more empty than before. What I've always enjoyed about this city is the abundance of funky and attractive places to eat, drink and socialize. Normally, every time I visit, I think to myself how there must be a dozen more places to go here. But this time, there seemed to be a decidedly smaller number. A few barflies at the rest stop looked like they were heading home."
3039,5151,"I had planned on using this one-hour train ride to check out the Palisades in the Hudson River Valley. The train made the trip in an hour and 10 minutes. So it's far enough away from everything else, but close enough to see places not far from a huge metropolitan area that may be viewed by many as America's best kept secret. But I had to do more than just hop on board the Amtrak train, go up to the Palisades, and experience that living history of creativity, speculation, and discovery."
3041,5151,"I had planned on using this one-hour train ride to get to Paris from New York. It also allowed me to extend my current trip that's taking me through several cities and can take more than one bus trip to the coast. I don't mind going by train if it's late enough, but it was getting a bit annoying during rush hour. I look forward to it now! The bottom line is that it's by far the cheapest of any train we've tried and the seats were often not air-conditioned. However, we do like the experience of traveling on rail transit."
3046,5151,"I had planned on using this one-hour train ride to catch the 90th run of the Triple Crown of Riding, the Fountainhead Trail Run, Saturday night. However, one word of caution to consider: My 40-something-year-old cyclist thought it was okay to put his scooter on a flat rail and scream as I traveled by. They definitely stopped the train but I think it was a robot. ""Oh, look at that giant idiot waving his arms,"" I thought. And I'm just saying the mere existence of giant idiots should be a red flag for Uber."
